"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"FTW00LA179","ACC","49418","2000-06-13T12:03:00Z","HELENA","Arkansas","United States",,"N3096Z","T34-170DC","false","Aviation","DirectorBrief","2001-03-02T05:00:00Z","2000-12-19T20:53:00Z","Fatal","1","0","0","1","0","The pilot's failure to maintain clearance with the power lines.",,,"34.520454000000001","-90.600677000000005","Ayres","S2R-T34","AIR","","","false","1","TP","UNK","AAPL","137","Destroyed","VMC","",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=49418","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49418/pdf"
"MIA00IA186","INC","49403","2000-06-11T11:30:00Z","WATSON ISLAND","Florida","United States",,"N142PA","J42","false","Aviation","DirectorBrief","2001-05-08T04:00:00Z",,"None","0","0","0","0","0","the overload separations of the control yoke on the captain's side.",,,,,"Grumman","G-73T","AIR","","","false","2","TP","SCHD","UNK","121","Minor","Unknown","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49403/pdf"
"NYC00LA157","ACC","49410","2000-06-09T18:51:00Z","NORFOLK","Virginia","United States",,"N43GP","61-004","false","Aviation","DirectorBrief","2001-12-14T05:00:00Z",,"Minor","0","0","1","1","0","Fuel starvation of the engine, caused by the failure of the fuel transfer pump.",,,,,"Siai-Marchetti","SF260TP","AIR","ORF","NORFOLK INTL AIRPORT","false","1","TP",,"PERS","091","Substantial","VMC","GEORGE PARKER",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49410/pdf"
"NYC00IA159","INC","49402","2000-06-09T14:00:00Z","LEXINGTON","Kentucky","United States",,"N914AE","914","false","Aviation","DirectorBrief","2001-05-08T04:00:00Z",,"None","0","0","0","0","0","A misalignment between the bull gear and high speed pinion gearshaft, which resulted in fatigue and a subsequent failure of the bull gear.",,,"38.069896","-84.580520000000007","British Aerospace","BAE JETSTREAM 3201","AIR","LEX","BLUE GRASS AIRPORT","false","2","TP","SCHD","UNK","121","Minor","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49402/pdf"
"FTW00LA178","ACC","49413","2000-06-06T14:40:00Z","WELSH","Louisiana","United States",,"N8337K","17D","false","Aviation","DirectorBrief","2001-05-08T04:00:00Z",,"Minor","0","0","1","1","0","The excessive wear of the reduction gearbox's 1st stage sungear, which resulted in its subsequent fatigue fracture and failure.  Factors were the operator not performing the recommended overhaul of the engine, and a lack of suitable terrain for the forced landing.",,,"30.230989000000001","-92.810599999999994","Gulfstream-Schweizer","G-164D","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49413/pdf"
"NYC00IA150","INC","51268","2000-06-03T15:57:00Z","ROCHESTER","New York","United States",,"N853CA","UE-56","false","Aviation","DirectorBrief","2001-11-14T05:00:00Z",,"None","0","0","0","0","0","The reversal of landing gear hydraulic lines by company maintenance personnel.  Factors related to the incident were the manufacturers omission of maintenance procedures, and the failure of an electrical switch for undetermined reasons.",,,"43.129669","-77.730400000000003","Beech","1900D","AIR","ROC","GTR. ROCHESTER INT. APT.","false","2","TP","SCHD","UNK","121","Minor","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/51268/pdf"
"LAX00LA203","ACC","49266","2000-05-23T19:45:00Z","PACIFIC OCEAN","Pacific Ocean",,,"N24CV","BB1524","false","Aviation","DirectorBrief","2001-05-22T04:00:00Z",,"Minor","0","0","1","1","0","Physical incapacitation of the pilot from improper handling of a pesticide.",,,,,"Beech","B200","AIR","","","false","2","TP",,"PERS","091","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49266/pdf"
"MIA00LA168","ACC","49263","2000-05-22T15:00:00Z","MONTICELLO","Mississippi","United States",,"N6744K","445B","false","Aviation","DirectorBrief","2001-03-02T05:00:00Z",,"None","0","0","0","0","0","The failure of the pilot to maintain directional control during takeoff into crosswind conditions resulting in the collision with trees. A factor in the accident was the pilot's lack of familiarity with the aircraft.",,,"31.549206999999999","-90.110855000000001","Grumman","G-164B","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49263/pdf"
"FTW00LA150","ACC","49255","2000-05-21T11:50:00Z","HOUSTON","Texas","United States",,"N301TA","7904041","false","Aviation","DirectorBrief","2000-11-29T05:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain control of the aircraft.  Factors were the partially engaged parking brake and the pilot's diverted attention to the engine instruments.",,,"29.649564000000002","-95.279753999999997","Piper","PA-31T1","AIR","HOU","WILLIAM P. HOBBY","false","2","TP",,"PERS","091","Substantial","VMC","RALPH E. NORTON",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49255/pdf"
"DCA00MA052","ACC","49244","2000-05-21T11:28:00Z","Bear Creek Town","Pennsylvania","United States","AAB0205","N16EJ","834","false","Aviation","Report","2003-05-08T04:00:00Z",,"Fatal","19","0","0","19","0","The flight crew’s failure to ensure an adequate fuel supply for the flight, which led to the stoppage of the right engine due to fuel exhaustion and the intermittent stoppage of the left engine due to fuel starvation. Contributing to the accident were the flight crew's failure to monitor the airplane’s fuel state and the flight crew's failure to maintain directional control after the initial engine stoppage.",,,"41.153888000000002","-75.758887999999999","British Aerospace","J-3101","AIR","AVP","Wilkes-Barre Scranton Int'l","false","2","TP","NSCH",,"135","Destroyed","IMC",,,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA00MA052.aspx"
"MIA00IA164","INC","49241","2000-05-19T14:54:00Z","FORT LAUDERDALE","Florida","United States",,"N154GA","UB25","false","Aviation","DirectorBrief","2001-04-20T04:00:00Z",,"None","0","0","0","0","0","The failure of the first officer to comply with procedures and directives for his failure to assure that the forward airstair door was closed and locked.  A contributing factor in the incident was the inoperative annunciation system of the forward airstair door.",,,"26.089410000000001","-80.149589000000006","Beech","1900C","AIR","FLL","FORT LAUDERDALE/HOLLYWOOD","false","2","TP","SCHD","UNK","121","Minor","VMC","GULFSTREAM INTERNATIONAL",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49241/pdf"
"DEN00FA092","ACC","49234","2000-05-19T06:39:00Z","DENVER","Colorado","United States",,"N235BA","TC235","false","Aviation","DirectorBrief","2002-01-02T05:00:00Z",,"Minor","0","0","1","1","0","propeller blade fatigue failure due to stress corrosion.",,,"39.789046999999997","-104.840171","Swearingen","SA226TC","AIR","DVX","DENVER INTERNATIONAL","false","2","TP","NSCH","UNK","135","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49234/pdf"
"FTW00TA142","ACC","49213","2000-05-07T13:00:00Z","FORT STOCKTON","Texas","United States",,"N60471","802A-0024","false","Aviation","DirectorBrief","2001-04-19T04:00:00Z",,"Fatal","1","0","0","1","0","The pilot's failure to maintain clearance with the antenna tower.  A factor was the smoke weather condition.",,,"30.889095000000001","-102.880432","Air Tractor","AT-802A","AIR","","","false","1","TP",,"PUBU","091","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49213/pdf"
"NYC00LA128","ACC","49136","2000-05-06T15:25:00Z","ELIZABETHTOWN","Kentucky","United States",,"N67Y","P21000772","false","Aviation","DirectorBrief","2000-12-04T05:00:00Z",,"Minor","0","0","1","1","0","The pilot's loss of control due to his improper application of power and rudder, in order to arrest a swerve during the landing roll.",,,"37.699694999999998","-85.870399000000006","Cessna","P210N","AIR","EKX","ADDINGTON FIELD","false","1","TP",,"PERS","091","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49136/pdf"
"DEN00FA085","ACC","49105","2000-05-05T13:47:00Z","MONUMENT VALLEY","Utah","United States",,"N241SA","556","false","Aviation","DirectorBrief","2001-04-06T04:00:00Z",,"None","0","0","0","0","0","The pilot-in-command's failure to maintain directional control.  A factor was wind shear.",,,"37.079666000000003","-110.249183","de Havilland","DHC-6-300","AIR","71V","MONUMENT VALLEY AIRPORT","false","2","TP","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49105/pdf"
"LAX00GA185","ACC","49151","2000-05-05T10:15:00Z","China Lake","California","United States",,"N32229","LJ-49","false","Aviation","DirectorBrief","2003-11-25T05:00:00Z",,"Serious","0","1","0","1","0","the inadvertent early deployment of the test parachute lines and dummy and it's entanglement with the horizontal stabilizer, which resulted from the operator's inadequate test plan substantiation process for shortening the parachute's static line.
.",,,"35.666666999999997","-117.666664","Beech","65-90","AIR","NID","China Lake","false","2","TP",,"PUBU","091","Substantial","VMC","Aerospace Equipment Research Organization",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49151/pdf"
"LAX00LA175","ACC","49073","2000-04-28T07:30:00Z","BUCKEYE","Arizona","United States",,"N4018P","2547R","false","Aviation","DirectorBrief","2001-07-17T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain directional control of the aircraft.  A factor in the accident was the uneven runway surface.",,,"33.379492999999997","-112.55008599999999","Ayres","S2R-600","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","RANDY GOERING INC",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49073/pdf"
"CHI00LA124","ACC","49064","2000-04-25T07:50:00Z","HANCOCK","Michigan","United States",,"N404XJ","404","false","Aviation","DirectorBrief","2001-05-17T04:00:00Z",,"None","0","0","0","0","0","the deer which ran onto the runway and were subsequently struck by the airplane.",,,"47.130237000000001","-88.600089999999994","Saab-Scania AB (Saab)","SF-340B","AIR","CMX","HOUGHTON CO. MEMORIAL","false","2","TP","SCHD","UNK","121","Substantial","VMC","LAMBERT LEASING, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49064/pdf"
"LAX00FA169","ACC","49028","2000-04-22T10:19:00Z","QUEEN CREEK","Arizona","United States",,"N15466","502A-0181","false","Aviation","DirectorBrief","2001-12-18T05:00:00Z",,"Fatal","1","0","0","1","0","The fatigue failure and in-flight separation of the left wing due to the manufacturer's underestimation during the aircraft design process of the time interval from fatigue crack initiation to failure, and, the manufacturer's subsequent specification of an inadequate inspection interval.",,,,,"Air Tractor","502A","AIR","","","false","1","TP","UNK","AAPL","137","Destroyed","VMC","SAN TAN DUSTERS, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49028/pdf"
"ATL00LA044","ACC","49017","2000-04-20T19:30:00Z","Colquitt","Georgia","United States",,"N8899S","0228","false","Aviation","DirectorBrief","2003-09-30T04:00:00Z",,"None","0","0","0","0","0","A loss of engine power for undetermined reasons.",,,"31.167221999999999","-84.719168999999994","Air Tractor","AT-301","AIR",,"Unknown","false","1","TP",,"AAPL","137","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49017/pdf"
"LAX00LA157","ACC","51210","2000-04-16T20:52:00Z","Yreka","California","United States",,"N1682U","20700282","false","Aviation","DirectorBrief","2003-04-17T04:00:00Z",,"Minor","0","0","2","2","0","the total loss of engine power while in cruise flight due to the fatigue failure of the engine's anti-ice bleed air line, which resulted in the pilot's inability to utilize the engine anti-ice system.  Contributing factors were the icing conditions and the lack of suitable terrain for the forced landing.",,,"42","-122.5","Cessna","207","AIR",,,"false","1","TP",,"PERS","091","Substantial","IMC","JOSEPH EDWARD WEBER",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/51210/pdf"
"SEA00LA066","ACC","48910","2000-04-08T13:50:00Z","SEATTLE","Washington","United States",,"N258AG","BC-44","false","Aviation","DirectorBrief","2001-05-22T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to properly follow pre-takeoff checklists (resulting in the engine starters remaining engaged after engine start, generators not being activated, discharge of the aircraft battery and consequent total electrical failure during flight with associated disabling of normal landing gear extension capability), and his subsequent failure to properly perform a manual landing gear extension resulting in a landing with the gear not down-and-locked.  Factors included: the pilot's lack of experience in type, steps not listed in the manufacturer's Airplane Flight Manual (AFM) GENERATOR INOPERATIVE procedure, conditions not listed in the manufacturer's AFM MANUAL LANDING GEAR EXTENSION procedure; and the FAA's inadequate approval of both of these procedures.",,,"47.540328000000002","-122.310348","Beech","A200","AIR","BFI","KING CO INTL-BOEING FIELD","false","2","TP",,"EXEC","091","Substantial","VMC","WILD ANGELS",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/48910/pdf"
"FTW00LA118","ACC","48951","2000-04-06T08:00:00Z","OAK GROVE","Louisiana","United States",,"N3004V","G6-120","false","Aviation","DirectorBrief","2001-01-18T05:00:00Z",,"None","0","0","0","0","0","The failure of a spur gear from the torque sensor gear assembly resulting in a loss of engine power.  A factor was the muddy terrain encountered during the forced landing.",,,"32.859946999999998","-91.389471999999998","Ayres","S2R-G6","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/48951/pdf"
"ANC00LA042","ACC","50953","2000-04-05T15:00:00Z","DELTA JUNCTION","Alaska","United States",,"N549WB","1911","false","Aviation","DirectorBrief","2001-05-30T04:00:00Z",,"None","0","0","0","0","0","The pilot's inadequate compensation for wind conditions during landing.  Factors associated with the accident were an unfavorable wind, a crosswind, and an inadvertent swerve.",,,"63.700363000000003","-144.88932800000001","Short Brothers","SC7","AIR","","POGO MINE","false","2","TP","NSCH","UNK","135","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50953/pdf"
"MIA00LA123","ACC","49544","2000-03-29T10:45:00Z","LEESBURG","Georgia","United States",,"N4089Q","G10-163","false","Aviation","DirectorBrief","2001-03-02T05:00:00Z",,"Minor","0","0","1","1","0","The failure of the pilot to maintain clearance during a spray pass resulting in the in-flight collision with the raised rows of the field.",,,"31.729682","-84.170599999999993","Ayres","S2R-G10","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","DRY BRANCH FARMS, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49544/pdf"
"FTW00FA101","ACC","48854","2000-03-21T20:14:00Z","KILLEEN","Texas","United States",,"N353SB","353","false","Aviation","DirectorBrief","2002-06-03T04:00:00Z",,"Minor","0","0","1","1","0","the captain's failure to follow standard operating procedure for landing on a contaminated ruway in that he touched down long, which combined with his delayed braking resulted in a runway overrun.  Contributing factors were the captain's failure to maintain runway alignment following his disconnect of the autopilot, the gusty crosswind and the wet runway.  In addition, the following were contributing factors: (1) the airport operator's failure to fill in a ditch in the runway safety area, (2) the FAA's granting of 14 CFR Part 139 approval to the airport when the runway safety area (RSA) did not meet the recommended length for a Part 139 airport, and (3) the FAA's continued lack of acknowledgement to the airport of the inadequate RSA following their annual airport inspection checks.",,,"31.085832","-97.686385999999999","Saab","340B","AIR","ILE","Killeen Municipal","false","2","TP","SCHD",,"121","Substantial","IMC","American Eagle Airlines, Inc.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/48854/pdf"
